Id,Description,Subtitle,Title,AgeRange,Author,Country,CoverImageUrl
books/680,Izimpongo ezintathu ezinyukubele zilambile futhi zikhathele ukuhlala ehlathini eligcwele ameva nothuli. Ngapheshaya kwebhuloho kuneqguma elimbozwe utshani obuluhlaza obunephunga elimnandi ezifisa sengathi zingabudla. Kodwa zisaba inunu enkulu esabakayo ehlala ngaphansi kwebhuloho. Ngelinye ilanga indlala yaziphatha zaze zazidela zahamba zayokweqa ibhuloho. Ngabe zizoyihlula le nunu noma inunu izozibamba izidle izishwabadele iziqeda nya?,null,Izimpongo ezintathu ezinyukubele,6-8 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Izimpongo_ezinta_4d11dcaa5016a.jpg
books/681,"Le ncwadi enezithombe ezinhle isixoxela ngokuthi u-Andile nobaba wakhe balakha kanjani ikhayithi. Ngesikhathi bendizisa ikhayithi,\r\nintambo yalo iyanqamuka idedela ikhayithi elithatha uhambo olude lwe-Afrika. Ukusuka empophomeni iVictoria eduma njengezulu kuya ezicongweni ezembathiswe iqhwa zentaba iKilimanjaro, kuze kuyofika ogwadule iSahara nakumaPhiramidi amadala  aseGibhithe. Lilandele leli khayithi elindiza phezu kwezindawo zekhethelo zase-Afrika!",null,Ikhayithi Elindizayo,6-8 years,William Gumede,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ikhayithi_Elindi_4d11c1da7540b.jpg
books/682,"Abazali bakaThandi babulawe yi-AIDS, ngakho kufanele aye kohlala nogogo wakhe. Inkumbulo yomndeni wakhe ivezwa ngokulandela umcikilisho wokwenza unodoli oyisipesheli – unodoli owenziwe “ngezidwedwe ezimbalwa ezingacacile”, kepha okwazi ukubonisa uThandi induduzo nethemba.",null,UNosipho uzohlala noGogo,3-5 years,Sarah Oosthuizen,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Unosipho_uzohlal_4c83d12993ddb.jpg
books/683,"UThandi nodoli wakhe uNosipho baphupha ngempilo emnandi, kodwa bagcina bebona ukuthi uthando lukagogo kaThandi lwedlula konke.",null,Ngingaba noma kuphi,3-5 years,Catherine Groenewald,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ngingaba_noma_ku_4c83df9c6a6a7.jpg
books/684,"UThandi udinga izicathulo ezintsha kodwa uyazi ukuthi zizombiza imali enkulu ugogo wakhe. Ngakho ke, bobali benza icebo lokwenza imali ngokuthola usizo kuNosipho, udoli wakhe kanye noPepi, iqhude elingumngane wakhe.",null,Kukhala imali ekhukhwini lami,3-5 years,Catherine Groenewald,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Kukhala_imali_ek_4c83e549383aa.jpg
books/685,"Lendaba ozoyifunda umbhali wayixoxelwa indoda yendawo esethekisini esiqhingini saseComores. Yindaba nje exoxwayo neyaziwayo kakhulu emazweni ase-Afrka, kusuka eNigeria kuya eComores kuze kufi ke eNingizimu Afrika. Yindaba yabantu bonke base-Afrika.\r\n\r\nAbangane abathathu nethekisi won the Sappi Isiqalo Book Competition, which encourages South African authors and illustrators to develop materials with a local idiom to promote reading, writing and access to books for all.",null,Abangane abathathu nethekisi,3-5 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Abangane_abathat_4e95837f557af.jpg
books/686,"\""Bheka laphaya phezulu. Bheka umhlambi wezinkomo zezulu zesiNguni. Bheka lapho zidla khona utshani ekukhanyeni okumangalisayo. Izinkomo zesiNguni ziningi yini pho! Zishiya amacashaza ezinselo zawo emkhathini zikhanyise isibhakabhaka ngezinkanyezi.\""\r\n\r\nINguni Elihle is a richly illustrated story about a young Nguni calf who questions his identity in relation to other cattle breeds across the sea. The 15 hand-painted original illustrations and sensitive text draw upon Africa's love and respect for Nguni cattle, explaining the importance and myths surrounding cattle to a new generation.",null,INguni Elihle,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/INguni_Elihle_4e958d76118d9.jpg
books/687,"Batswadi ba Thandi ba bolailwe ke AIDS, mme o tlamehile ho ya dula le Nkgono wa hae. O hopola tsa lelapa la habo ka ho etsa popo e ikgethang – popo e entsweng “ka dikgetjhana tse mmalwa tse sa tshwaneng”, empa e thusang ho tshedisa Thandi le ho mo fa tshepo.",null,Nosipho o tla lapeng,3-5 years,Sarah Oosthuizen,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Nosipho_o_tla_la_4c83ccf49983b.jpg
books/688,"Thandi le popo ya hae, Nosipho, ba labalabela bophelo bo monate ho feta ka moo ba phelang ka teng, empa qetellong ba elellwa hore lerato la Nkgono wa Thandi le molemo ho feta tsohle.",null,Nka ba kae kapa kae,3-5 years,Catherine Groenewald,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Nka_ba_kae_kapa__4c83dceb0122c.jpg
books/689,"Thandi o hloka dieta tse ntjha mme o tseba ka botlalo hore ho hlokeha tjhelete e ngata. Tjhelete eo Nkgonwae sat lo e kgonang. Ka hoo, ba etsa leqheka la ho bokella tjhelete mmoho, ka thuso ya Nosipho le popo ya hae le Pepi, mokoko wa hae oo a o ratang.",null,Tswiki-tswiki ka pokothong ya ka,3-5 years,Catherine Groenewald,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Tswiki_tswiki_ka_4c83e23c527b8.jpg
books/690,"Lebohang is a very imaginative little boy. When he dreams, the world has no boundaries. He travels from the night sky, down to the sea and back up to the clouds. Join Lebohang on his journey as he makes friends with the stars, the fish and other young dreamers.",null,Toro ya Lebohang,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Toro_ya_Lerato__4e9fe3db8806c.jpg
books/691,"Dangos wakes up on Monday morning with a dreadful sneeze. Her Aunty wants to take special care of her and so Dangos misses out on climbing trees, making dolls, playing with her friends and fishing with her uncle. Will she be able to catch up all the fun things she has missed by the end of the week?",null,Atjhee!,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Atjhee__4e9fca264f7d5.jpg
books/705,"Zaza has a very busy and exciting day. From getting up, to singing and story time, it is always time for something fun! Join Zaza in her daily routine and find out all the interesting things she does.",null,Ke nako!,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ke_nako__4e9d6a2666ae3.jpg
books/706,"A delightful new series by Jenny Hatton exquisitely brought to life by award-winning illustrator, Joan Rankin.\r\n\r\nChildren will easily relate to the stories which reflect true to life events such as going on a journey, moving house and a visit to the beach. The rhythmic text of the Lucy books will help build children’s reading skills and confidence while they are absorbed in the humorous illustrations and the lives of Lucy’s family.",null,Lerato o sesa letsatsing le tjhesang,6-8 years,Jenny Hatton,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Lerato_o_sesa_le_4e9d39cdda515.jpg
books/707,"The rules to crossing the road are taught to children from a young age. Ema, qamaka hape o mamele! uses well-known African animals, including monkeys, zebras and giraffes, to teach children the rules of the road, showing them how important it is to obey them.",null,"Ema, qamaka hape o mamele!",3-5 years,Lesley Geekie Dawe,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ema__qamaka_hape_4e96ee54479e0.jpg
books/708,"This is the story of how quick-thinking Zebra tricks the hungry Hyena into not eating him for dinner, with very prickly results. A delightful tale with striking paper collage illustrations.",null,Qwaha le Lefiritshwane,3-5 years,Lesley Geekie Dawe,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Qwaha_le_Lefirit_4e96b089075db.jpg
books/709,"As Mama watches from afar, Asanda visits the animals in her world, looking for a new friend. In this gorgeously illustrated book, the story introduces young children, between 2 and 7, to many animals, from Mischievous Cat to Crazy Crocodile, at the same time promoting a love for reading. Which animal will Asanda choose to be her friend? Children can also interact with the book by hunting for the ants on every page.",null,Motswalle wa Asanda,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Motswalle__wa_As_4e96a0733d673.jpg
books/710,"Setsoto o tshaba lefifi.\r\nO utlwa medumo e sa\r\ntlwaelehang mme a hlobaele.\r\nO nahana hore ho na le\r\ndikgokgo tse ipatileng ka\r\ntlasa bethe ya hae, le hore ho\r\nna le tau e keneng ka tlung.\r\nKe eng e tla thusang Setsoto\r\nhore a kgalehe, bosiu?",null,Ke mang ya tshabang lefifi?,6-8 years,Dianne Stewart,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ke_mang_ya_tshab_4e81e3ad8b3bc.jpg
books/711,Ena ke pale ya boraro ya namane E NTLE ya Bokone e bitswang Masedi.\r\n\r\nKgetlong lena Masedi le motswalae Nawa ba batla ho lema poone le dinawa bakeng sa Pontsho ya Balemi. Ebe ba tla hapa kgau bakeng sa tjhai e babatsehang ka ho fetisa?\r\n\r\nLebitso la hae ha le feletse ke ‘Masedi Pakeng tsa Makala’. O rehilwe lebitso lena hobane o shebeha e ka o dutse moriting wa sefate mme letsatsi le etsa matheba letlalong la hae. Athe Nawa yena o rehilwe lebitso lena hobane letlalo la hae le meroboko sa dinawa tsa sopho tse sootho.,null,Poone le Dinawa,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Poone_le_Dinawa__4e7b278bc6934.jpg
books/712,"Ka mantswe a mofuthu a bonolo, mohapi wa moputso wa kgotso wa Nobel, Desmond Tutu o tshwaretse bana bohle, hohle moo ba leng teng molaetsa wa hore ba ratane ba tshwarelane.\r\n\r\n“Lekgabunyane le ratehang la Ntate Modimo,o lora ditoro dife tse monatenate, bosiu ha o robetse? Ana o lora o phaphalletse hodimodimo marung kapa  mookoding, o kgabisitseng lehodimo?”",null,Toro Ya Ntate Modimo,6-8 years,Desmond Tutu; Douglas Carlton Abrams,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Toro_Ya_Ntate_Mo_4e5b85f597433.jpg
books/714,Nkgono Podi o laya dipotsantyane tsa hae tse supileng hore di se ke tsa bulela lefiritshwana ha a tswile. Lefiritshwana le masene le leka kahohlehohle ho qhekanyetsa dipotsanyane tseo hore di le bulele! Ana dipotsanyane di tla kgona ho phema maqheka a lefiritshwana? Hona ke mang ya maqheka ho feta e mong qetellong?,null,Lefiritshwana le Dipotsanyane tse Supileng,6-8 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Lefiritshwana_le_4e539f5ed7357.jpg
books/715,"Motshwasi wa ditlhapi ya futsanehileng o dula le ngwanabo ntlong ya jwang, pela lewatle. Ka letsatsi le leng motshwasi wa ditlhapi o ile a tshwasa tlhapi ya mehlolo e tsebang ho buwa, mme a e lokolla hang hang. O ile a qoqela ngwanabo ka sena mme ngwanabo a re a kgutlele tlhaping eo, a e kope hore e ba fe ntlo e kgolo e majabajaba. Tlhapi ya mehlolo e ile ya phethahatsa kopo ya motshwasi wa ditlhapi. Ana ngwanabo o tla kgotsofala kapa o meharo mme o tla batla tse ngata ho feta moo?",null,Tlhapi ya Mehlolo,6-8 years,Margie Orford,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Tlhapi_ya_Mehlol_4e537cf691df1.jpg
books/716,Ena ke pale ya bobedi e mabapi le namane ya Bokone E NTLE e bitswang Masedi. Ke pale ya borikgwe bo BOLELELE boo a neng a bo filwe. Lebitso la hae ha le feletse ke 'Masedi Pakeng tsa Makala'. O rehilwe lebitso lena hobane o shebeha e ka o dutse moriting wa sefate mme letsatsi le etsa matheba letlalong la hae.,null,Borikgwe bo Bolelele,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Borikgwe_bo_Bole_4e43c8e35cd55.jpg
books/717,Pale ena eo o tlo e bala e ne e phetelwe mongodi ke e mong wa bapalami ba tekesi kgetlo la pele sehlekehlekeng sa Comores. Ke pale e phetwang hohle ho phatlalla le Afrika. Ke pale ya batho bohle ba phelang Afrika.,null,Metswalle e meraro le tekesi,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Metswalle_e_mera_4e43a5eb7dc32.jpg
books/718,"Ayanda e monnyane o rata ntatae ka pelo ya hae yohle. Ka letsatsi le leng a tsamaya, mme a se hlole a kgutla. O utlwile bohloko hoo a qetileng ka hore ha a rate ho hola. Kahoo a dula a le monnyane nako e telele, le ha metswalle e ne e bapala ka yena. Mmae a kula ka le leng, yaba o fetola mohopolo wa hae. A ba moholo hore a tsebe ho thusa lelapa la habo. Empa ha bothata bo hlaha motseng wa habo, na o moholo le ho ba sebete ho lekaneng ho sireletsa bohle?",null,Ngwananyana ya neng a sa rate ho hola,6-8 years,Véronique Tadjo,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ngwananyana_ya_n_4e437a677eefc.jpg
books/719,Kgohonyana e Kgubedu o ikutlwa a lapile mme o nahana ho etsa borotho. A etsa lenane la dintho tse a tla di hloka mme a tsohella hoseng tsatsing le tjhabileng. A kopa metswalle ho mo thusa empa bohle ba re tjhe! Ebe o tla tshwanela ho etsa tsohle ka boyena?,null,Kgohonyana e kgubedu,6-8 years,Margie Orford,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Kgohonyana_e_kgu_4e425f0f19067.jpg
books/720,Letatana la batho le lebe le shebahala le fapane haholo ho matatana a mang. Lelapa la habo la matata le a mo tsheha mme le etsa hore a ikutlwe a sa batlwe leha yena a batla feela ho ratwa le ho ba e mong wa bona. Kahoo o a baleha mme o nka leeto le le lelele le bodutung. Na ebe o sa tla ratwa le ho amohelwa ka seo a leng sona,null,Letatana le lebe,6-8 years,Sindiwe Magona,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Letatana_le_lebe_4e424f81c4cdc.jpg
books/721,"Diphooko tse Tharo tsa Gruff (sefane se bolelang hore ke difelapelwana) di lapile hape di kgathetse ke ho dula naheng a lerole e nang le meutlwa. Ka nqane ho borokgo ho na le lerallana le nang le jwang bo hlabosang, boo di lakatsang ho bo ja. Empa di tshaba kgodumodumo e bohale e dulang ka tlasa borokgo. Ka tsatsi le leng ba lapa haholo hoo ba ileng ba qeta ka hore ba tla ba sebete mme ba tshele borokgo. Na ba tla kgona ho hlola kgodumodumo kapa e tla ba tshwara mme e ba kwenye?",null,Diphooko tse Tharo tsa Gruff,6-8 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Diphooko_tse_Tha_4d11cd5cc30b5.jpg
books/722,"Buka ena e ruileng ka ditshwantsho e bolela kamoo Thabo le ntatae ba etsang khaete ka teng. Ha ba ntse ba e fofisa, thapo ya yona ya kgaoha ya tlohela khaete ho tsamaya leeto le leholo ho parola le Afrika. Ho tloha diphororong tsa Victoria Falls tse dumadumang le ditsullung tsa mahlwa tsa Kilimanjaro, ho ya mahwatateng a Sahara le Diphiramiti tsa seholoholo tsa Egypt, latela ho fofa ha khaete ka hodima mekolokotwane e meholo ya Afrika! ",null,Ho fofa ha Khaete,6-8 years,William Gumede,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ho_fofa_ha_Khaet_4d107b83063ec.jpg
books/723,"Namane e nyane ya Nguni e ne e kgathatsehile. ‘Nna ha ke motle,’ e realo ho Mme Kgomo ya Nguni.",null,Kgomo e ntle ya Nguni,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Kgomo_e_ntle_ya__4cbb21fbd10a5.jpg
